"Volgnummer","id_geo","Plaats","Straat","Huisnummer","Toevoeging","Kad. gemeente","Kad. sectie","Kadastraal perceelnr.","Bram","dubbel_bram","geometry","geopackage","dubbel_geo"
"65170","53538","Andijk","Molenweg","46",NULL,"Andijk","K","704","JA",False,"0101000020E6100000C8DB73EBAAC41440E25BAA7BC35E4A40","JA",False
"65171","53539","Andijk","Molenweg","47",NULL,"Andijk","K","705","JA",False,"0101000020E61000004243565DBCC414404F964C8FC05E4A40","JA",False
"65172","53540","Andijk","Molenweg","48",NULL,"Andijk","K","706","JA",False,"0101000020E61000006D27AF6AD3C4144075DC2ECCBB5E4A40","JA",False
"65173","53541","Andijk","Molenweg","49",NULL,"Andijk","K","707","JA",False,"0101000020E61000000DB40135EEC414404840462DB75E4A40","JA",False
"65174","53542","Andijk","Molenweg","50",NULL,"Andijk","K","3239","JA",False,"0101000020E6100000F7CB4BFB0DC514403AE65387B05E4A40","JA",False
"65175","53543","Andijk","Molenweg","51",NULL,"Andijk","K","3240","JA",False,"0101000020E61000005C8421E726C514409C29F041AA5E4A40","JA",False
"65176","53544","Andijk","Molenweg","1",NULL,"Andijk","K","602","JA",False,"0101000020E6100000FE2DAD113BBF14407845768F705F4A40","JA",False
"65177","53545","Andijk","Molenweg","2",NULL,"Andijk","K","3209","JA",False,"0101000020E61000005CEEF0945EBF1440FDCC90F26F5F4A40","JA",False
"65178","53546","Andijk","Molenweg","3",NULL,"Andijk","K","604","JA",False,"0101000020E6100000CB2498EA92BF1440C3A899496F5F4A40","JA",False
"65179","53547","Andijk","Molenweg","4",NULL,"Andijk","K","605","JA",False,"0101000020E61000002DA4C422C4BF1440B59038586E5F4A40","JA",False
"65180","53548","Andijk","Molenweg","6",NULL,"Andijk","K","606","JA",False,"0101000020E610000021C01F5425C01440FCDEF1C96C5F4A40","JA",False
"65181","53549","Andijk","Molenweg","8",NULL,"Andijk","K","607","JA",False,"0101000020E6100000463226FA6CC01440D9A7E79C665F4A40","JA",False
"65182","53550","Andijk","Molenweg","12",NULL,"Andijk","K","608","JA",False,"0101000020E6100000DD8D3DA8AAC0144036DACAC1615F4A40","JA",False
"65183","53551","Andijk","Molenweg","16",NULL,"Andijk","K","1981","JA",False,"0101000020E610000079E1E6BEDDC01440F21103675A5F4A40","JA",False
"65184","53552","Andijk","Molenweg","17",NULL,"Andijk","K","610","JA",False,"0101000020E610000078A83D0BF6C01440898A8CAD565F4A40","JA",False
"65185","53553","Andijk","Molenweg","19",NULL,"Andijk","K","611","JA",False,"0101000020E610000067B8193A0BC1144028CE380C535F4A40","JA",False
"65186","53554","Andijk","Molenweg","23",NULL,"Andijk","K","612","JA",False,"0101000020E610000008456C0426C114408A346E0F4D5F4A40","JA",False
"65189","53557","Andijk","Munnikij","1",NULL,"Andijk","K","727","JA",False,"0101000020E61000002C04B70BEDC11440388F847AFB5E4A40","JA",False
"65190","53558","Andijk","Munnikij","3",NULL,"Andijk","K","3048","JA",False,"0101000020E61000000B6278E6A5C1144001BEEBAB035F4A40","JA",False
"65191","53559","Andijk","Munnikij","4",NULL,"Andijk","K","640","JA",False,"0101000020E61000006C23E4E176C1144056197642085F4A40","JA",False
"65192","53560","Andijk","Munnikij","5",NULL,"Andijk","K","639","JA",False,"0101000020E61000001346428D72C1144098735822155F4A40","JA",False
"65193","53561","Andijk","Munnikij","7",NULL,"Andijk","K","637","JA",False,"0101000020E6100000FBD28F57DCC114402FD84FDD0B5F4A40","JA",False
"65194","53562","Andijk","Munnikij","8",NULL,"Andijk","K","635","JA",False,"0101000020E61000006D5B6D406BC214406EDC90110B5F4A40","JA",False
"65195","53563","Andijk","Buurtje","4",NULL,"Andijk","K","671","JA",False,"0101000020E610000012F60A56B8BB14405F20E4C3035F4A40","JA",False
"65196","53563","Andijk","Buurtje","5",NULL,"Andijk","K","671","JA",False,"0101000020E610000012F60A56B8BB14405F20E4C3035F4A40","JA",False
"65197","53564","Andijk","Buurtje","6",NULL,"Andijk","K","672","JA",False,"0101000020E61000009EDE618AEDBB1440835BF393035F4A40","JA",False
"65198","53565","Andijk","Buurtje","7",NULL,"Andijk","K","673","JA",False,"0101000020E61000008B62B2E513BC1440EAFEAA77045F4A40","JA",False
"65199","53566","Andijk","Buurtje","10",NULL,"Andijk","K","674","JA",False,"0101000020E6100000E519E26538BC1440AAD7712B055F4A40","JA",False
"65200","53567","Andijk","Buurtje","11",NULL,"Andijk","K","675","JA",False,"0101000020E61000005501DDE176BC1440993BBA47045F4A40","JA",False
"65201","53568","Andijk","Buurtje","12",NULL,"Andijk","K","676","JA",False,"0101000020E6100000F365E3BA85BC1440227644DE085F4A40","JA",False
"65202","53569","Andijk","Buurtje","13",NULL,"Andijk","K","677","JA",False,"0101000020E6100000BA50F25FA8BC144027E8253E095F4A40","JA",False
"65203","53570","Andijk","Buurtje","14",NULL,"Andijk","K","679","JA",False,"0101000020E6100000D121A0C812BD1440F5D6F7AA065F4A40","JA",False
"65204","53571","Andijk","Buurtje","15",NULL,"Andijk","K","680","JA",False,"0101000020E61000000EEBAC7A30BD14409BD32C6C0F5F4A40","JA",False
"65205","53572","Andijk","Buurtje","16",NULL,"Andijk","K","681","JA",False,"0101000020E6100000F3B0A5036ABD14408D9DBE5E075F4A40","JA",False
"65206","53573","Andijk","Buurtje","17",NULL,"Andijk","K","683","JA",False,"0101000020E61000003925D19D84BD14402289AB9A075F4A40","JA",False
"65207","53574","Andijk","Buurtje","18",NULL,"Andijk","K","684","JA",False,"0101000020E6100000BA7542D4ACBD14402CB8A7A6075F4A40","JA",False
"65208","53575","Andijk","Buurtje","19",NULL,"Andijk","K","685","JA",False,"0101000020E6100000EF6DBEC9EDBD14408A65ECCE065F4A40","JA",False
"65209","53576","Andijk","Buurtje","20",NULL,"Andijk","K","686","JA",False,"0101000020E610000092DC001EA9BD1440BF3CC0DE135F4A40","JA",False
"65210","53577","Andijk","Buurtje","21",NULL,"Andijk","K","687","JA",False,"0101000020E610000033085C38E8BD144072A69D4A145F4A40","JA",False
"65211","53578","Andijk","Buurtje","22",NULL,"Andijk","K","688","JA",False,"0101000020E61000003F8D084C05BE14405C7EA13E145F4A40","JA",False
"65212","53579","Andijk","Buurtje","23",NULL,"Andijk","K","689","JA",False,"0101000020E6100000FBCCF8082BBE144081CE9956145F4A40","JA",False
"65213","53580","Andijk","Buurtje","24",NULL,"Andijk","K","690","JA",False,"0101000020E6100000CC4FEDAB5ABE144081CE9956145F4A40","JA",False
"65214","53581","Andijk","Buurtje","25",NULL,"Andijk","K","691","JA",False,"0101000020E6100000D7C160D587BE144052BE829E145F4A40","JA",False
"65215","53582","Andijk","Buurtje","1",NULL,"Andijk","K","1887","JA",False,"0101000020E610000055C9538382BB1440FF37F612FA5E4A40","JA",False
"65216","53583","Andijk","Buurtje","3",NULL,"Andijk","K","3513","JA",False,"0101000020E61000001BB46228A5BB14406459AD75F15E4A40","JA",False
"65217","53584","Andijk","Buurtje","9",NULL,"Andijk","K","2381","JA",False,"0101000020E6100000D9E019FBDABB1440AC0E864BF85E4A40","JA",False
"65218","53585","Andijk","Buurtje","8",NULL,"Andijk","K","3213","JA",False,"0101000020E610000032CDFA7A19BC14404A0096EDFB5E4A40","JA",False
"65219","53586","Andijk","Baskkerstraat","1",NULL,"Andijk","K","1893","JA",False,"0101000020E61000007AD3C9564ABC144008EDC6D1FD5E4A40","JA",False
"65220","53587","Andijk","Baskkerstraat","2",NULL,"Andijk","K","1894","JA",False,"0101000020E610000091DD227E84BC14406F5BAC25FE5E4A40","JA",False
"65221","53588","Andijk","Baskkerstraat","3",NULL,"Andijk","K","1895","JA",False,"0101000020E610000076B654F1ADBC1440E0F2B30DFE5E4A40","JA",False
"65222","53589","Andijk","Baskkerstraat","4",NULL,"Andijk","K","1896","JA",False,"0101000020E6100000ED5BA73FD9BC1440D955BFE9FD5E4A40","JA",False
"65223","53590","Andijk","Baskkerstraat","5",NULL,"Andijk","K","1897","JA",False,"0101000020E610000063143378F4BC1440368ABBF5FD5E4A40","JA",False
"65224","53591","Andijk","Baskkerstraat","6",NULL,"Andijk","K","1898","JA",False,"0101000020E6100000FAA7A89426BD14407321C3DDFD5E4A40","JA",False
"65225","53592","Andijk","Baskkerstraat","7",NULL,"Andijk","K","1899","JA",False,"0101000020E6100000375E7C5C54BD144039CF12E2FC5E4A40","JA",False
"65226","53593","Andijk","Baskkerstraat","8",NULL,"Andijk","K","1900","JA",False,"0101000020E6100000697C6A2675BD14402AC625A6FC5E4A40","JA",False
"65227","53594","Andijk","Baskkerstraat","9",NULL,"Andijk","K","1901","JA",False,"0101000020E6100000EBCCDB5C9DBD1440FF514052FC5E4A40","JA",False
"65228","53595","Andijk","Baskkerstraat","10",NULL,"Andijk","K","4614","JA",False,"0101000020E6100000EDA66988BDBD1440B91C4446FC5E4A40","JA",False
"65229","53596","Andijk","Baskkerstraat","11",NULL,"Andijk","K","1905","JA",False,"0101000020E6100000A04E7447D6BD144060F3EFFBF65E4A40","JA",False
"65230","53597","Andijk","Buurtje","26",NULL,"Andijk","K","4849","JA",False,"0101000020E6100000255301D53EBE1440439A16D6FC5E4A40","JA",False
"65231","53598","Andijk","Buurtje","28",NULL,"Andijk","K","4194","JA",False,"0101000020E61000002E6F54DAFFBE14408CE6D995FD5E4A40","JA",False
"65232","53599","Andijk","Buurtje","29",NULL,"Andijk","K","1158","JA",False,"0101000020E610000075BD0DA03ABF14407C94956DFE5E4A40","JA",False
"65233","53600","Andijk","Buurtje","30",NULL,"Andijk","K","1155","JA",False,"0101000020E6100000BB0BC76575BF1440191BD6A1FD5E4A40","JA",False
"65234","53601","Andijk","Buurtje","31",NULL,"Andijk","K","1156","JA",False,"0101000020E6100000CFAFA64DACBF1440076E3D06F65E4A40","JA",False
"65235","53602","Andijk","Buurtje","32",NULL,"Andijk","K","1153","JA",False,"0101000020E61000000F1A966C1AC014409F1E0DF4FC5E4A40","JA",False
"65236","53603","Andijk","Singerspad","24",NULL,"Andijk","K","1908","JA",False,"0101000020E61000003555DCEF49BF1440BDA21155D35E4A40","JA",False
"65237","53604","Andijk","Singerspad","22",NULL,"Andijk","K","1183","JA",False,"0101000020E6100000E9C33BF092BF1440991A4C5ACF5E4A40","JA",False
"65238","53605","Andijk","Singerspad","20",NULL,"Andijk","K","1911","JA",False,"0101000020E6100000D39370F478BF1440E364AEDBCA5E4A40","JA",False
"65239","53606","Andijk","Singerspad","14",NULL,"Andijk","K","1186","JA",False,"0101000020E6100000DF249D43F9BC14405428C8BEC05E4A40","JA",False
"65240","53607","Andijk","Visserspad","1",NULL,"Andijk","K","4078","JA",False,"0101000020E61000007946BCE28BBD14401B70EF65B65E4A40","JA",False
"65241","53608","Andijk","Visserspad","2",NULL,"Andijk","K","4077","JA",False,"0101000020E610000018BEFBA58ABD14405A1AB6B3BD5E4A40","JA",False
"65242","53609","Andijk","Visserspad","3",NULL,"Andijk","K","4079","JA",False,"0101000020E6100000CC1922BCE3BD1440B455481BBF5E4A40","JA",False
"65243","53610","Andijk","Visserspad","4",NULL,"Andijk","K","4080","JA",False,"0101000020E61000008792BD37D9BD1440F6D9963EB45E4A40","JA",False
"65244","53611","Andijk","Visserspad","5",NULL,"Andijk","K","4082","JA",False,"0101000020E61000004A013AE4AFBE1440CD2F9172C15E4A40","JA",False
"65245","53612","Andijk","Visserspad","6",NULL,"Andijk","K","4083","JA",False,"0101000020E61000009B208466C7BE14407A0D26B2B55E4A40","JA",False
"65246","53613","Andijk","Visserspad","7",NULL,"Andijk","K","4087","JA",False,"0101000020E61000003A725155E6BE14401DAF96A4AD5E4A40","JA",False
"65247","53614","Andijk","Visserspad","8",NULL,"Andijk","K","4090","JA",False,"0101000020E610000098592F2597BE14409AD9C9B09F5E4A40","JA",False
"65248","53615","Andijk","Visserspad","9",NULL,"Andijk","K","4434","JA",False,"0101000020E6100000158D2BF622BF14406F6BA8C99C5E4A40","JA",False
"65249","53616","Andijk","Visserspad","10",NULL,"Andijk","K","4558","JA",False,"0101000020E61000009EC166D317BF14403CB4EEDEA55E4A40","JA",False
"65250","53617","Andijk","Visserspad","11",NULL,"Andijk","K","4088","JA",False,"0101000020E6100000418EA45AA7BF14400CAAB344AD5E4A40","JA",False
"65251","53618","Andijk","Visserspad","12",NULL,"Andijk","K","4093","JA",False,"0101000020E61000000879B3FFC9BF1440EBAF9B9FA35E4A40","JA",False
"65252","53619","Andijk","Singerspad","8",NULL,"Andijk","K","1193","JA",False,"0101000020E61000002CEEC6A1A4BD14406F159C9A995E4A40","JA",False
"65253","53620","Andijk","Singerspad","11",NULL,"Andijk","K","1187","JA",False,"0101000020E6100000BFBB09DD81BC1440CCDEAD3DB75E4A40","JA",False
"65254","53621","Andijk","Singerspad","9",NULL,"Andijk","K","1189","JA",False,"0101000020E6100000374E2341BDBC144087B27904AE5E4A40","JA",False
"65255","53622","Andijk","Singerspad","7",NULL,"Andijk","K","1190","JA",False,"0101000020E6100000383BEA56CDBC144028469B45AA5E4A40","JA",False
"65256","53623","Andijk","Singerspad","5",NULL,"Andijk","K","1191","JA",False,"0101000020E61000007CC24EDBD7BC144088D06C8EA75E4A40","JA",False
"65257","53624","Andijk","Singerspad","3",NULL,"Andijk","K","1192","JA",False,"0101000020E61000001269FDE1F9BC1440934DF7C19B5E4A40","JA",False
"65258","53625","Andijk","Notaris Steenpoortestraat","55",NULL,"Andijk","K","3636","JA",False,"0101000020E6100000943CAD789EBE1440593E3538825E4A40","JA",False
"65259","53626","Andijk","Notaris Steenpoortestraat","53",NULL,"Andijk","K","1545","JA",False,"0101000020E61000000468BED590BD1440F2132DFD905E4A40","JA",False
"65260","53627","Andijk","Notaris Steenpoortestraat","51",NULL,"Andijk","K","1504","JA",False,"0101000020E6100000F8D0FA375FBC1440A9A92BC0A15E4A40","JA",False
"65261","53628","Andijk","Notaris Steenpoortestraat","49",NULL,"Andijk","K","1503","JA",False,"0101000020E610000080186FFF43BC1440B71028CCA15E4A40","JA",False
"65262","53629","Andijk","Notaris Steenpoortestraat","47",NULL,"Andijk","K","1502","JA",False,"0101000020E6100000DFD9DAFA14BC1440014CCCFDA25E4A40","JA",False
"65263","53630","Andijk","Notaris Steenpoortestraat","45",NULL,"Andijk","K","1501","JA",False,"0101000020E6100000A9DCC0C7FDBB1440BB18C515A35E4A40","JA",False
"65264","53631","Andijk","Notaris Steenpoortestraat","43",NULL,"Andijk","K","1500","JA",False,"0101000020E6100000448DAB49CCBB14407EAC80F9A35E4A40","JA",False
"65265","53632","Andijk","Notaris Steenpoortestraat","41",NULL,"Andijk","K","1499","JA",False,"0101000020E6100000A15CB2F1B6BB144023787911A45E4A40","JA",False
"65266","53633","Andijk","Notaris Steenpoortestraat","39",NULL,"Andijk","K","1498","JA",False,"0101000020E610000024EB6C2485BB1440326C43C5A45E4A40","JA",False
"65267","53634","Andijk","Notaris Steenpoortestraat","37",NULL,"Andijk","K","1497","JA",False,"0101000020E61000004F76132E6FBB1440D93B4EA1A45E4A40","JA",False
"65268","53635","Andijk","Notaris Steenpoortestraat","35",NULL,"Andijk","K","1496","JA",False,"0101000020E6100000B9E29D113DBB1440F11598ABA35E4A40","JA",False
"65269","53636","Andijk","Notaris Steenpoortestraat","33",NULL,"Andijk","K","1495","JA",False,"0101000020E6100000B81B49D00CBB1440BAB0A481A35E4A40","JA",False
"65270","53637","Andijk","Notaris Steenpoortestraat","31",NULL,"Andijk","K","1494","JA",False,"0101000020E610000036B89EAFF4BA14401918B351A35E4A40","JA",False
"65271","53638","Andijk","Notaris Steenpoortestraat","29",NULL,"Andijk","K","1493","JA",False,"0101000020E6100000E0DF9A98C6BA14406CA96E35A45E4A40","JA",False
"65272","53639","Andijk","Notaris Steenpoortestraat","27",NULL,"Andijk","K","1492","JA",False,"0101000020E6100000607CF077AEBA14406CA96E35A45E4A40","JA",False
"65273","53640","Andijk","Notaris Steenpoortestraat","25",NULL,"Andijk","K","1491","JA",False,"0101000020E61000008FF9FBD47EBA1440BC18C515A35E4A40","JA",False
"65274","53641","Andijk","Notaris Steenpoortestraat","23",NULL,"Andijk","K","1490","JA",False,"0101000020E61000008940424068BA1440C57EB83FA35E4A40","JA",False
"65275","53642","Andijk","Notaris Steenpoortestraat","21",NULL,"Andijk","K","1489","JA",False,"0101000020E61000004D8A6E783ABA1440B41386E7A35E4A40","JA",False
"65276","53643","Andijk","Notaris Steenpoortestraat","19",NULL,"Andijk","K","1488","JA",False,"0101000020E6100000B204940822BA1440C3E087E1A35E4A40","JA",False
"65277","53644","Andijk","Notaris Steenpoortestraat","17",NULL,"Andijk","K","1271","JA",False,"0101000020E6100000EB2CBE4DEFB91440E67C9D99A35E4A40","JA",False
"65278","53645","Andijk","Notaris Steenpoortestraat","15",NULL,"Andijk","K","1272","JA",False,"0101000020E61000008C966264D4B91440E67C9D99A35E4A40","JA",False
"65279","53646","Andijk","Notaris Steenpoortestraat","13",NULL,"Andijk","K","1273","JA",False,"0101000020E61000008224EF3AA7B9144045AB22DEA15E4A40","JA",False
"65280","53647","Andijk","Notaris Steenpoortestraat","11",NULL,"Andijk","K","1274","JA",False,"0101000020E610000054D2F3EF8CB91440404426D2A15E4A40","JA",False
"65281","53648","Andijk","Notaris Steenpoortestraat","9",NULL,"Andijk","K","1275","JA",False,"0101000020E610000074D8EDE559B914406A1AAD10A05E4A40","JA",False
"65282","53649","Andijk","Notaris Steenpoortestraat","7",NULL,"Andijk","K","1276","JA",False,"0101000020E61000003DDBD3B242B91440637EB2FE9F5E4A40","JA",False
"65283","53650","Andijk","Notaris Steenpoortestraat","5",NULL,"Andijk","K","1277","JA",False,"0101000020E61000005DE1CDA80FB91440D90032559E5E4A40","JA",False
"65284","53651","Andijk","Notaris Steenpoortestraat","3",NULL,"Andijk","K","1278","JA",False,"0101000020E610000079F5624BF6B814404F28421F9E5E4A40","JA",False
"65285","53652","Andijk","Notaris Steenpoortestraat","1",NULL,"Andijk","K","2348","JA",False,"0101000020E61000007567B9C895B81440A2241B4A9B5E4A40","JA",False
"65286","53653","Andijk","Krimperland","1",NULL,"Andijk","K","4793","JA",False,"0101000020E6100000EE8E355EBEBB144072F8A37E7E5E4A40","JA",False
"65287","53654","Andijk","Krimperland","2",NULL,"Andijk","K","4792","JA",False,"0101000020E610000079C3703BB3BB144068E2AE24855E4A40","JA",False
"65288","53655","Andijk","Krimperland","3",NULL,"Andijk","K","4791","JA",False,"0101000020E61000006D2B8B3DA6BB144003EAE52E8B5E4A40","JA",False
"65289","53656","Andijk","Krimperland","4",NULL,"Andijk","K","4758","JA",False,"0101000020E6100000FBA2AD5417BB14402BCA30928D5E4A40","JA",False
"65290","53657","Andijk","Krimperland","5",NULL,"Andijk","K","4762","JA",False,"0101000020E61000004B20F30903BC1440466E5B028D5E4A40","JA",False
"65291","53658","Andijk","Notaris Steenpoortestraat","2",NULL,"Andijk","K","1524","JA",False,"0101000020E610000043D1B4E323BA14400CBF6B3C9A5E4A40","JA",False
"65292","53659","Andijk","Notaris Steenpoortestraat","4",NULL,"Andijk","K","1523","JA",False,"0101000020E6100000E701AE3B39BA1440A86B5D6C9A5E4A40","JA",False
"65293","53660","Andijk","Notaris Steenpoortestraat","6",NULL,"Andijk","K","1522","JA",False,"0101000020E6100000EDBA67D04FBA1440D35F664E9A5E4A40","JA",False
"65294","53661","Andijk","Notaris Steenpoortestraat","8",NULL,"Andijk","K","1521","JA",False,"0101000020E610000091EB602865BA1440A86B5D6C9A5E4A40","JA",False
"65295","53662","Andijk","Notaris Steenpoortestraat","10",NULL,"Andijk","K","1520","JA",False,"0101000020E61000002B5E02AE8DBA144007D3C804995E4A40","JA",False
"65296","53663","Andijk","Notaris Steenpoortestraat","12",NULL,"Andijk","K","1519","JA",False,"0101000020E610000058B0FDF8A7BA1440A3E0BF22995E4A40","JA",False
"65297","53664","Andijk","Notaris Steenpoortestraat","14",NULL,"Andijk","K","1518","JA",False,"0101000020E6100000FCE0F650BDBA144033B8B83A995E4A40","JA",False
"65298","53665","Andijk","Notaris Steenpoortestraat","16",NULL,"Andijk","K","1517","JA",False,"0101000020E6100000EE437315DABA144033B8B83A995E4A40","JA",False
"65299","53666","Andijk","Notaris Steenpoortestraat","18",NULL,"Andijk","K","1516","JA",False,"0101000020E61000007B3F0334FFBA1440CFCE37EA9A5E4A40","JA",False
"65300","53667","Andijk","Notaris Steenpoortestraat","20",NULL,"Andijk","K","1515","JA",False,"0101000020E6100000D5096C9E13BB1440A03934F69A5E4A40","JA",False
"65301","53668","Andijk","Notaris Steenpoortestraat","22",NULL,"Andijk","K","1514","JA",False,"0101000020E6100000915C954529BB14406BA430029B5E4A40","JA",False
"65302","53669","Andijk","Notaris Steenpoortestraat","24",NULL,"Andijk","K","1513","JA",False,"0101000020E61000003A59811C45BB1440A5E425269B5E4A40","JA",False
"65303","53670","Andijk","Notaris Steenpoortestraat","26",NULL,"Andijk","K","1512","JA",False,"0101000020E6100000D0ECF63877BB1440FC5791BE995E4A40","JA",False
"65304","53671","Andijk","Notaris Steenpoortestraat","28",NULL,"Andijk","K","1511","JA",False,"0101000020E610000047A5827192BB144073C38DCA995E4A40","JA",False
"65305","53672","Andijk","Notaris Steenpoortestraat","30",NULL,"Andijk","K","1510","JA",False,"0101000020E6100000A06FEBDBA6BB144009717FFA995E4A40","JA",False
"65306","53673","Andijk","Notaris Steenpoortestraat","32",NULL,"Andijk","K","1509","JA",False,"0101000020E6100000F08E355EBEBB1440AE0583EE995E4A40","JA",False
"65307","53674","Andijk","Notaris Steenpoortestraat","34",NULL,"Andijk","K","2991","JA",False,"0101000020E6100000419B46F6E5BB144049CD475B975E4A40","JA",False
"65308","53675","Andijk","Notaris Steenpoortestraat","36",NULL,"Andijk","K","1507","JA",False,"0101000020E610000091BA9078FDBB144049CD475B975E4A40","JA",False
"65309","53676","Andijk","Notaris Steenpoortestraat","38",NULL,"Andijk","K","1506","JA",False,"0101000020E6100000A5EA5B7417BC144088133D7F975E4A40","JA",False
"65310","53677","Andijk","Notaris Steenpoortestraat","40",NULL,"Andijk","K","1505","JA",False,"0101000020E6100000603D851B2DBC14408C5932A3975E4A40","JA",False
"65311","53678","Andijk","Notaris Steenpoortestraat","42",NULL,"Andijk","K","1530","JA",False,"0101000020E6100000CA1A441CBFBC1440968582DD8F5E4A40","JA",False
"65312","53679","Andijk","Dokter d’Arnaudstraat","1",NULL,"Andijk","K","3691","JA",False,"0101000020E6100000A997BE1CCBB91440D074C316995E4A40","JA",False
"65313","53680","Andijk","Dokter d’Arnaudstraat","3",NULL,"Andijk","K","3692","JA",False,"0101000020E61000000A207F59CCB91440CCA64073975E4A40","JA",False
"65314","53681","Andijk","Dokter d’Arnaudstraat","5",NULL,"Andijk","K","4322","JA",False,"0101000020E6100000D03000D3CEB914407E02CC9F955E4A40","JA",False
"65315","53682","Andijk","Dokter d’Arnaudstraat","7",NULL,"Andijk","K","4323","JA",False,"0101000020E610000055860F47CDB9144005CF4114945E4A40","JA",False
"65317","53684","Andijk","Dokter d’Arnaudstraat","9",NULL,"Andijk","K","3694","JA",False,"0101000020E6100000F4C4A34BFCB91440F9A940BB905E4A40","JA",False
"65318","53685","Andijk","Dokter d’Arnaudstraat","11",NULL,"Andijk","K","3695","JA",False,"0101000020E61000003E2B3439FDB914400F91C2058F5E4A40","JA",False
"65319","53686","Andijk","Dokter d’Arnaudstraat","13",NULL,"Andijk","K","3695","JA",False,"0101000020E6100000706F94D7FDB91440FD8E42568D5E4A40","JA",False
"65320","53687","Andijk","Dokter d’Arnaudstraat","15",NULL,"Andijk","K","3695","JA",False,"0101000020E6100000043CB5B2FFB914405B18BDB88B5E4A40","JA",False
"65321","53688","Andijk","Dokter d’Arnaudstraat","17",NULL,"Andijk","K","3734","JA",False,"0101000020E61000009BE263B921BA1440ED2DA7A1885E4A40","JA",False
"65322","53689","Andijk","Dokter d’Arnaudstraat","19",NULL,"Andijk","K","3735","JA",False,"0101000020E6100000699E031B21BA144050AD26F2865E4A40","JA",False
"65323","53690","Andijk","Dokter d’Arnaudstraat","21",NULL,"Andijk","K","3755","JA",False,"0101000020E6100000699E031B21BA1440560BA642855E4A40","JA",False
"65324","53691","Andijk","Dokter d’Arnaudstraat","23",NULL,"Andijk","K","3756","JA",False,"0101000020E6100000C17BA56F25BA1440FB472593835E4A40","JA",False
"65325","53692","Andijk","Dokter d’Arnaudstraat","25",NULL,"Andijk","K","1247","JA",False,"0101000020E6100000BAAA14B348BA144007431564805E4A40","JA",False
"65327","53694","Andijk","Dokter d’Arnaudstraat","27",NULL,"Andijk","K","1249","JA",False,"0101000020E610000028B8810367BA1440920DAA017B5E4A40","JA",False
"65329","53696","Andijk","Dokter d’Arnaudstraat","29",NULL,"Andijk","K","2138","JA",False,"0101000020E6100000A81B2C247FBA1440D08B8A97745E4A40","JA",False
"65330","53697","Andijk","Dokter d’Arnaudstraat","31",NULL,"Andijk","K","2137","JA",False,"0101000020E6100000826FB1838BBA14404E5438D56E5E4A40","JA",False
"65331","53698","Andijk","Dokter d’Arnaudstraat","2",NULL,"Andijk","K","3549","JA",False,"0101000020E610000066667ABC2CB91440FD3AD22E925E4A40","JA",False
"65332","53699","Andijk","Dokter d’Arnaudstraat","4",NULL,"Andijk","K","1269","JA",False,"0101000020E61000005BBB5BD42FB914409A107607905E4A40","JA",False
"65333","53700","Andijk","Dokter d’Arnaudstraat","6",NULL,"Andijk","K","1268","JA",False,"0101000020E610000066667ABC2CB914409E050F048E5E4A40","JA",False
"65334","53701","Andijk","Dokter d’Arnaudstraat","8",NULL,"Andijk","K","1267","JA",False,"0101000020E61000008DFFBB7230B91440D2BA80848C5E4A40","JA",False
"65335","53702","Andijk","Dokter d’Arnaudstraat","10",NULL,"Andijk","K","1266","JA",False,"0101000020E610000071EB26D049B914401FD66385895E4A40","JA",False
"65336","53703","Andijk","Dokter d’Arnaudstraat","12",NULL,"Andijk","K","1265","JA",False,"0101000020E61000000E63669348B914400907EEB1875E4A40","JA",False
"65337","53704","Andijk","Dokter d’Arnaudstraat","14",NULL,"Andijk","K","1264","JA",False,"0101000020E610000040A7C63149B91440EC237FC6855E4A40","JA",False
"65338","53705","Andijk","Dokter d’Arnaudstraat","16",NULL,"Andijk","K","1263","JA",False,"0101000020E610000040A7C63149B91440FE9D13CF835E4A40","JA",False
"65339","53706","Andijk","Dokter d’Arnaudstraat","18",NULL,"Andijk","K","1262","JA",False,"0101000020E610000072D8EDE559B9144064C8D53B815E4A40","JA",False
"65340","53707","Andijk","Dokter d’Arnaudstraat","20",NULL,"Andijk","K","1261","JA",False,"0101000020E6100000C9B58F3A5EB9144095CD625C7F5E4A40","JA",False
"65341","53708","Andijk","Dokter d’Arnaudstraat","22",NULL,"Andijk","K","1260","JA",False,"0101000020E6100000C9B58F3A5EB914407AB3F6647D5E4A40","JA",False
"65342","53709","Andijk","Dokter d’Arnaudstraat","24",NULL,"Andijk","K","1259","JA",False,"0101000020E61000004B2C734566B91440CAEF8D617B5E4A40","JA",False
"65343","53710","Andijk","Dokter d’Arnaudstraat","26",NULL,"Andijk","K","1255","JA",False,"0101000020E610000048C319370ABA1440FC854B6F755E4A40","JA",False
"65344","53711","Andijk","Dirk Jonkerlaan","1",NULL,"Andijk","K","1257","JA",False,"0101000020E6100000F945D4811EB9144089A9C854705E4A40","JA",False
"65345","53712","Andijk","Dirk Jonkerlaan","2",NULL,"Andijk","K","1254","JA",False,"0101000020E6100000F43B980672B914407D87F9AC6F5E4A40","JA",False
"65346","53713","Andijk","Dirk Jonkerlaan","3",NULL,"Andijk","K","1258","JA",False,"0101000020E6100000854164A043B914400767DBEE765E4A40","JA",False
